Id,Cod_pb,E_t,S_t_c_v_kgs,Rec_kgs,G_ti_kgs,Merm_kgs,Dif_pb_stc_kgs,Criterio
988,DCP,1,6.565,0,0.365,0.8,0.07,MA
989,DCP,1,6.71,0,0.27,0.86,0.155,MA
990,DCP,1,7.3,0,0.095,0.155,0.075,BA
991,DCP,1,9.6,0,0.09,0.12,0.05,BA
992,DCP,1,8.295,0,0,0.325,0.035,MA
993,DCP,1,9.045,0,0,0.235,0.025,BA
994,DCP,1,5.355,0,0,0.105,0.005,BA
995,DCP,1,7.77,0,0.085,0.27,0,BA
996,DCP,1,6.095,0,0,0.31,0.07,MA
997,DCP,1,6.8,0,0,0.24,0.015,BA
998,DCP,1,6.2,0,0,0.5,0.065,MA
999,DCP,1,6.335,0,0,0.25,0.04,MA
1000,DCP,1,6.505,0,0,0.525,0.04,MA
1001,DCP,1,9.94,0,0.345,0.325,0.035,BA
1002,DCP,1,5.705,0,0.125,0.21,0.035,MA
1003,DCP,1,9.6,0,0.065,0.24,0.01,BA
1004,DCP,1,8.11,0,0.095,0.24,0.005,BA
1005,DCP,1,4.365,0,0,0.275,0.04,MA
1006,DCP,1,7.36,0,0,0.155,0.03,BA
1007,DCP,1,7.295,0,0,0.45,0.04,MA
1008,DCP,1,7.455,0,0,0.625,0.085,MA
1009,DCP,1,5.125,0,0,0.185,0.035,MA
1010,DCP,1,8.5,0,0.435,0.205,0.055,MA
1011,DCP,1,6.515,0,0.195,0.185,0.015,BA
1012,DCP,1,8.96,0,0.115,0.255,0,BA
1013,DCP,1,12.09,0,0.27,0.465,0.035,BA
1014,DCP,1,12.055,0,0.15,0.205,0.01,BA
1015,DCP,1,10.685,0,0.475,0.13,0.01,BA
1016,DCP,1,5.46,0,0.235,0.215,0.02,MA
1017,DCP,1,8.18,0,0.215,0.125,0.03,BA
1018,DCP,1,7.795,0,0.175,0.19,0.03,BA
1019,DCP,1,7.495,0,0.35,0.195,0.015,BA
1020,DCP,1,8.235,0,0.325,0.29,0.03,MA
1021,DCP,1,8.455,0,0.245,0.345,0.025,MA
1022,DCP,1,6.8,0,0,0.11,0.01,BA
1023,DCP,1,6.32,0,0,0.11,0.01,BA
1024,DCP,1,7.655,0,0,0.13,0.01,BA
1025,DCP,1,7.735,0,0.425,0.255,0.025,MA
1026,DCP,1,7.595,0,0.3,0.24,0.015,BA
1027,DCP,1,8.015,0,0.21,0.35,0.035,MA
1028,DCP,1,7.885,0,0.22,0.225,0.025,BA
1029,DCP,1,10.23,0,0.27,0.37,0.025,BA
1030,DCP,1,7.21,0,0.21,0.275,0.15,MA
1031,DCP,1,8.32,0,0.375,0.395,0.055,MA
1032,DCP,1,10.585,0,0.57,0.385,0.035,MA
1033,DCP,1,7.605,0,0.3,0.365,0.03,MA
1034,DCP,1,6.575,0,0.37,0.63,0.045,MA
1035,DCP,1,6.795,0,0.385,0.21,0.05,MA
1036,DCP,1,5.68,0,0.215,0.07,0.01,BA
1037,DCP,1,7.62,0,0.165,0.79,0.075,MA
1038,DCP,1,7.005,0,0.275,0.92,0.065,MA
1039,DCP,1,10.285,0,0.105,0.32,0.005,BA
1040,DCP,1,7.145,0,0.44,0.065,0,MA
1041,DCP,1,9.285,0,0.44,0.04,0,BA
1042,DCP,1,7.555,0,0.485,0.07,0,MA
1043,DCP,1,6.1,0,0.16,0.045,0.075,BA
1044,DCP,1,6.7,0,0.23,0.064,0.076,BA
1045,DCP,1,6.415,0,0.265,0.055,0.005,BA
1046,DCP,1,7.8,0,0.195,0.06,0.005,BA
1047,DCP,1,9.7,0,2.3,0.42,0.045,MA
1048,DCP,1,10.15,0,0,0.275,0.01,BA
1049,DCP,1,5.155,0,0.46,0.65,0.04,MA
1050,DCP,1,6.955,0,0.435,0.795,0.045,MA
1051,DCP,1,7.13,0,0.49,0.81,0.035,MA
1052,DCP,1,6.26,0,0.51,0.89,0.035,MA
1053,DCP,1,11.095,0,1.603,0.115,0.047,MA
1054,DCP,1,5.85,0,0,0.05,0.04,BA
1055,DCP,1,5.65,0,0,0.05,0.03,BA
1056,DCP,1,7.26,0,0,0.135,0.035,BA
1057,DCP,1,7.95,0,0,0.08,0.04,BA
1058,DCP,1,7.855,0,0.325,0.4,0.035,MA
1059,DCP,1,7.98,0,0.5,0.73,0.045,MA
1060,DCP,1,5.735,0,0.41,0.365,0.015,MA
1061,DCP,1,7.02,0,0.31,0.545,0.02,MA
1062,DCP,1,7.175,0,0.445,0.46,0.04,MA
1063,DCP,1,6.125,0,0.6,0.96,0.03,MA
1064,DCP,1,6.82,0,0.585,0.715,0.045,MA
1065,DCP,1,8.64,0,0.54,0.905,0.02,MA
1066,DCP,1,7.215,0,0.375,0.54,0.035,MA
1067,DCP,1,8.31,0,0.395,0.385,0.065,MA
1068,DCP,1,9.865,0,0.325,0.225,0.01,BA
1069,DCP,1,8.145,0,0.125,0.08,0.065,BA
1070,DCP,1,5.16,0,0.07,0.19,0,BA
1071,DCP,1,9.58,0,0.185,0.32,0.015,BA
1072,DCP,1,6.66,0,0.12,0.28,0.03,MA
1073,DCP,1,5.17,0,0,0.14,0.035,BA
1074,DCP,1,6.71,0,0.215,0.175,0.04,BA
1075,DCP,1,7.6,0,0.195,0.305,0.025,MA
1076,DCP,1,8.78,0,0.6,0.585,0.03,MA
1077,DCP,1,4.89,0,0.305,0.465,0.03,MA
1078,DCP,1,6.015,0,0.14,0.305,0.035,MA
1079,DCP,1,7.375,0,0.345,0.495,0.025,MA
1080,DCP,1,7.75,0,0.51,0.62,0.03,MA
1081,DCP,1,11.835,0,1.01,0.08,0.03,MA
1082,DCP,1,8.075,0,0.255,0.115,0,BA
1083,DCP,1,8.54,0,0.225,0.34,0.015,BA
1084,DCP,1,15.01,0,1.13,0.125,0.045,MA
1085,DCP,1,5.4,0,0.19,0.04,0,BA
1086,DCP,1,6.75,0,0.355,0.07,0.01,BA
1087,DCP,1,6.425,0,0.29,0.045,0.05,BA
1088,DCP,1,7.215,0,0.415,0.495,0.025,MA
1089,DCP,1,7.32,0,0.345,0.345,0.015,MA
1090,DCP,1,6.425,0,0.325,0.295,0.04,MA
1091,DCP,1,8.46,0,0.4,0.6,0.02,MA
1092,DCP,1,6,0,0.17,0.055,0.06,BA
1093,DCP,1,5.295,0,0.43,0.04,0,MA
1094,DCP,1,6.915,0,0.315,0.045,0,BA
1095,DCP,1,6,0,0.22,0.07,0.06,BA
1096,DCP,1,5.935,0,0.35,0.235,0.095,MA
1097,DCP,1,6.91,0,0.35,0.525,0.01,MA
1098,DCP,1,6.23,0,0.58,0.35,0.06,MA
1099,DCP,1,5.52,0,0.295,0.265,0.05,MA
1100,DCP,1,6.41,0,0.215,0.405,0.045,MA
1101,DCP,1,5.6,0,0.175,0.205,0.025,BA
1102,DCP,1,6.81,0,0.27,0.285,0.025,MA
1103,DCP,1,7.9,0,0.21,0.29,0.035,BA
1104,DCP,1,4.98,0,0.165,0.235,0.025,MA
1105,DCP,1,7.715,0,0.245,0.2,0.025,BA
1106,DCP,1,6.515,0,0.37,0.075,0.005,MA
1107,DCP,1,6.705,0,0.39,0.125,0.015,MA
1108,DCP,1,5.265,0,0.26,0.105,0.015,BA
1109,DCP,1,5.72,0,0.145,0.115,0.025,BA
1110,DCP,1,5.095,0,0.44,0.09,0.025,MA
1111,DCP,1,6.505,0,0.345,0.14,0.025,MA
1112,DCP,1,7.04,0,0.21,0.095,0.04,BA
1113,DCP,1,7.945,0,0.175,0.54,0.025,MA
1114,DCP,1,10,0,0.235,0.665,0.03,MA
1115,DCP,1,5.555,0,0.33,0.265,0.02,MA
1116,DCP,1,7.39,0,0.425,0.385,0.06,MA
1117,DCP,1,7.57,0,0.54,0.41,0.05,MA
1118,DCP,3,13.69,0,1.86,0.4,0.09,MA
1119,DCP,1,6.065,0,0.35,0.96,0.035,MA
1120,DCP,1,5.51,0,0.215,0.715,0.04,MA
1121,DCP,1,6.705,0,0.535,0.68,0.055,MA
1122,DCP,3,7.6,0,0.085,0.155,0.055,BA
1123,DCP,3,5,0,0,0.05,0,BA
1124,DCP,1,6.885,0,0.695,0.81,0.01,MA
1125,DCP,1,5.955,0,0.61,0.435,0.035,MA
1126,DCP,1,6.19,0,0.495,0.325,0.135,MA
1127,DCP,1,6.6,0,0.38,0.58,0.025,MA
1128,DCP,1,7.705,0,0.48,0.54,0,MA
1129,DCP,1,4.6,0,0.28,0.405,0.045,MA
1130,DCP,1,6.33,0,0.29,0.365,0.02,MA
1131,DCP,1,7.44,0,0.335,0.45,0.04,MA
1132,DCP,1,7.81,0,0.53,0.655,0.015,MA
1133,DCP,1,5.44,0,0.09,0.14,0.015,BA
1134,DCP,1,5.8,0,0.055,0.135,0.01,BA
1135,DCP,1,6.315,0,0,0.265,0.065,MA
1136,DCP,1,5.56,0,0.14,0.135,0.01,BA
1137,DCP,1,5.235,0,0.085,0.1,0.03,BA
1138,DCP,1,6.21,0,0,0.17,0.055,BA
1139,DCP,1,6.405,0,0,0.165,0.045,BA
1140,DCP,1,5.79,0,0,0.16,0.01,BA
1141,DCP,1,6.565,0,0.08,0.28,0.01,MA
1142,DCP,1,5.485,0,0.485,0.4,0.04,MA
1143,DCP,1,7.365,0,0.44,0.585,0.05,MA
1144,DCP,1,6.35,0,0.475,0.73,0.04,MA
1145,DCP,1,5.125,0,0.345,0.375,0.025,MA
1146,DCP,1,9.9,0,0.395,0.555,0.045,MA
1147,DCP,1,9.535,0,0.265,0.345,0.045,BA
